,word,frequency
73367,показавшиеся,1
73368,ямы.,1
73369,двух.,1
73370,отвернулся;,1
73371,взрыв,2
73372,чью-то,1
73373,делавших,1
73374,"взглядах,",1
73375,пьера.на,1
73376,"борьбу,",1
73377,же?»,1
73378,блеснуло,1
73379,пьера.41—,1
73380,"86-me,",1
73381,avant!1,1
73382,"пятого,",1
73383,"спасен,",1
73384,казни.,3
73385,возраставшим,1
73386,фабричный,3
73387,халате.,2
73388,"дотронулись,",1
73389,отпрыгнул,1
73390,него).,1
73391,повязки,1
73392,подстреленный,1
73393,закрыть,2
73394,спокоен:,1
73395,почесывал,1
73396,другую.когда,1
73397,"затылке,",1
73398,прислонили,1
73399,окровавленному,1
73400,завалился,3
73401,прислонился.,1
73402,движения.должно,1
73403,веревках,1
73404,повисшего,1
73405,"распустились,",1
73406,сел.,4
73407,усатого,1
73408,"челюсть,",2
73409,спустилось.,1
73410,сталкивать,1
73411,яму.все,1
73412,очевидно-несомненно,1
73413,"преступники,",1
73414,86-го,2
73415,вперед!42которым,1
73416,преступления.пьер,1
73417,яму,2
73418,коленами,1
73419,"судорожно,",1
73420,опускалось,1
73421,поднималось.,1
73422,лопатины,1
73423,сыпались,3
73424,болезненно,9
73425,"крикнул,",1
73426,вернулся.,1
73427,отгонял,1
73428,его.когда,3
73429,"засыпана,",1
73430,фронтами,1
73431,разряженными,1
73432,них.пьер,1
73433,бессмысленными,2
73434,"стрелков,",1
73435,ротам.,1
73436,мертво-бледным,1
73437,"кивере,",1
73438,свалившемся,1
73439,стрелял.,1
73440,"шатался,",1
73441,падающее,1
73442,втащил,1
73443,головами.—,1
73444,apprendra,1
73445,"incendier,1",1
73446,утешиться,1
73447,"начатого,",1
73448,прочь.xii.после,1
73449,отделили,2
73450,подсудимых,1
73451,загаженной,1
73452,церкви.перед,1
73453,караульный,1
73454,прощен,2
73455,бараки,1
73456,военнопленных.,1
73457,построенным,1
73458,"научит,",1
73459,"поджигать,43вверху",1
73460,обгорелых,2
73461,"досок,",1
73462,бревен,1
73463,"тесу,",1
73464,"балаганам,",1
73465,приложения:,1
73466,бессмысленны.с,1
73467,хотевшими,1
73468,выдернута,1
73469,"пружина,",1
73470,держалось,1
73471,бессмысленного,2
73472,сора.,1
73473,уничтожилась,1
73474,благоустройство,1
73475,"человеческую,",1
73476,испытываемо,1
73477,источником,2
73478,развалины.,1
73479,власти.вокруг,1
73480,люди:,1
73481,переговаривавшимися,1
73482,смеявшимися.—,1
73483,мои...,1
73484,который)...,1
73485,противуположном,1
73486,балагана.молча,1
73487,"открывал,",1
73488,"простотой,",3
73489,убийц.,1
73490,себя.рядом,1
73491,"44по̀та,",1
73492,отделялся,1
73493,присмотревшись,1
73494,разувался.,1
73495,заинтересовало,1
73496,пьера.размотав,1
73497,"бечевки,",1
73498,завязана,1
73499,свернул,1
73500,бечевки,1
73501,вешала,1
73502,"бечевку,",1
73503,принималась,1
73504,разматывать,1
73505,"спорыми,",1
73506,замедления,2
73507,следовавшими,1
73508,"разувшись,",1
73509,развесил,1
73510,обувь,2
73511,"колушки,",1
73512,вбитые,1
73513,"ножик,",3
73514,обрезал,1
73515,изголовье,1
73516,круглое,3
73517,спорых,1
73518,благоустроенном,1
73519,"хозяйстве,",2
73520,запахе,1
73521,ласки,1
73522,певучем,1
73523,"соколик,",5
73524,"тужи,",2
73525,нежно-певучею,1
73526,"лаской,",1
73527,дружок:,1
73528,"терпеть,",1
73529,жить!,1
73530,мой.а,1
73531,гибким,2
73532,"прокашливаясь,",1
73533,куда-то.—,1
73534,"шельма,",6
73535,пришла!,1
73536,помнит!,1
73537,буде.,1
73538,"собаченку,",3
73539,прыгавшую,1
73540,завернуто,1
73541,тряпке.—,1
73542,печеных,1
73543,картошек.,2
73544,похлебка,1
73545,картошки,2
73546,важнеющие!45пьер,1
73547,картофеля,1
73548,приятным.,1
73549,так-то?,1
73550,как.,1
73551,складной,2
73552,ладони,2
73553,картошку,1
73554,равные,2
73555,посыпал,1
73556,соли,1
73557,"важнеющие,",1
73558,покушай,1
73559,так-то.пьеру,1
73560,кушанья,2
73561,вкуснее,1
73562,расстреляли,1
73563,несчастных!..,1
73564,двадцати.—,1
73565,"тс,",1
73566,тц...,1
73567,"греха-то,",1
73568,греха-то...,1
73569,москве-то,1
73570,остались?—,1
73571,"остался,",1
73572,твоего?—,1
73573,судили,3
73574,поджигателя.—,1
73575,дожевывая,1
73576,картошку.—,1
73577,гошпиталя,1
73578,солдат?—,1
73579,лихорадки,1
73580,умирал.,1
73581,лежало.,1
73582,гадали.—,1
73583,соколик.,1
73584,платоном,1
73585,звать;,1
73586,каратаевы,1
73587,соколиком,1
73588,прозвали.,1
73589,"скучать,",1
73590,соколик!.,1
73591,городам,1
73592,червь,1
73593,капусту,1
73594,"гложе,",1
73595,пропадае:,1
73596,"говаривали,",1
73597,каратаев.,4
73598,божьим,1
73599,"судом,",1
73600,сказанное.,1
73601,вотчины,1
73602,чаша!,1
73603,46а,1
73604,старики-родители,1
73605,живы?—,1
73606,морщились,3
73607,"привета,",1
73608,матушки!,1
73609,детки,4
73610,прибавить:,2
73611,жить...—,1
73612,платон.,1
73613,"сумы,",1
73614,тюрьмы,1
73615,отказывайся.,1
73616,длинному,2
73617,рассказу.,1
73618,вотчина,1
73619,"богатая,",1
73620,косить,1
73621,выходил.,1
73622,христьяне,1
73623,настоящие,4
73624,случись...,1
73625,платон,11
73626,каратаев,19
73627,"сторожу,",1
73628,"секли,",1
73629,изменяющимся,1
73630,ан,1
73631,радость!,1
73632,сам-пят,1
73633,"ребят,",1
73634,солдатка,1
73635,осталась.,1
73636,солдатства,1
73637,прибрал.,1
73638,"побывку,",1
73639,гляжу,1
73640,живут.,1
73641,животов,1
73642,заработках.,1
73643,"михайло,",2
73644,равны:,2
73645,"укуси,",1
73646,платона,4
73647,"забрили,",1
73648,кланяйся,1
73649,"кланяйся,",1
73650,"внучата,",1
73651,кланяйтесь.,1
73652,поняли?,1
73653,любезный.,1
73654,рок,1
73655,ищет.,1
73656,судим:,1
73657,ладно.,1
73658,бредне:,1
73659,тянешь,1
73660,"надулось,",1
73661,вытащишь,1
73662,нету.,2
73663,так-то.,4
73664,соломе.помолчав,1
73665,"креститься,",1
73666,приговаривая:—,1
73667,иисус,4
73668,никола,2
73669,"угодник,",1
73670,фрола,3
73671,"лавра,",3
73672,47господи,1
73673,угодник!,1
73674,нас!,2
73675,солому.,1
73676,"камушком,",2
73677,"калачиком,",1
73678,натягивая,1
73679,шинель.—,1
73680,читал?,1
73681,ась?,1
73682,заснул).,1
73683,молишься?—,1
73684,"молюсь,",1
73685,лавра?—,1
73686,"платон,",7
73687,праздник.,1
73688,скота,2
73689,свернулась.,1
73690,"угрелась,",1
73691,сукина,1
73692,заснул.наружи,1
73693,огонь;,2
73694,балагане,4
73695,храпенью,1
73696,"платона,",3
73697,лежавшего,2
73698,разрушенный,1
73699,незыблемых,1
73700,"основах,",1
73701,душе.xiii.в,1
73702,чиновника.все,1
73703,дорогим,1
73704,олицетворением,2
73705,круглого.,2
73706,"рассвете,",1
73707,круглого,2
73708,подтвердилось,1
73709,вполне:,1
73710,веревкою,1
73711,"круглая,",2
73712,"спина,",1
73713,круглые;,1
73714,приятная,1
73715,"карие,",1
73716,нежные,5
73717,круглые.платону,1
73718,каратаеву,1
73719,48рассказам,1
73720,давнишним,1
73721,солдатом.,2
73722,"крепкие,",1
73723,выказывались,2
73724,"полукругами,",1
73725,целы;,1
73726,бороде,1
73727,гибкости,1
73728,сносливости.лицо,1
73729,круглые,1
73730,"морщинки,",1
73731,невинности,1
73732,юности;,1
73733,певучий.,1
73734,непосредственности,1
73735,спорости.,1
73736,интонаций,1
73737,неотразимая,1
73738,убедительность.физические,1
73739,поворотливость,1
73740,"плена,",5
73741,"ложась,",1
73742,"«положи,",1
73743,калачиком»;,1
73744,«лег,1
73745,"свернулся,",1
73746,встряхнулся».,1
73747,"встряхнуться,",1
73748,"промедления,",1
73749,"вставши,",1
73750,берутся,1
73751,игрушки.,1
73752,дурно.,6
73753,"пек,",1
73754,"варил,",1
73755,"шил,",1
73756,"строгал,",1
73757,точал,1
73758,поют,2
73759,"песенники,",1
73760,"знающие,",1
73761,"издавать,",1
73762,потянуться,1
73763,расходиться;,1
73764,"нежные,",2
73765,"заунывные,",1
73766,серьезно.попав,1
73767,обросши,1
73768,"бородою,",1
73769,напущенное,1
73770,солдатское,2
73771,"крестьянскому,",1
73772,складу.—,1
73773,рубаха,1
73774,"порток,",2
73775,"повторял,",2
73776,видимо-дорогих,1
73777,"«христианского»,",1
73778,"выговаривал,",1
73779,крестьянского,1
73780,быта.,1
73781,"поговорки,",2
73782,неприличные,1
73783,49и,1
73784,бойкие,1
73785,"изречения,",1
73786,незначительными,1
73787,"мудрости,",1
73788,кстати.часто,1
73789,противоположное,1
73790,украшая,1
73791,ласкательными,1
73792,"пословицами,",1
73793,выдумывал;,1
73794,благообразия.,1
73795,"сказки,",3
73796,(всё,1
73797,же),2
73798,клонившиеся,1
73799,благообразие,1
73800,рассказывали.,1
73801,"привязанностей,",1
73802,никаких;,1
73803,любовно,1
73804,"шавку,",1
73805,соседом;,1
73806,"каратаев,",12
73807,ласковую,1
73808,(которою,1
73809,"пьера),",3
73810,разлукой,1
73811,каратаеву.платон,1
73812,солдатом;,1
73813,соколик,1
73814,"платоша,",1
73815,трунили,1
73816,посылками.,1
73817,навсегда.платон,1
73818,кончит.когда,1
73819,"сказанное,",1
73820,"«родимая,",1
73821,березанька,1
73822,50и,1
73823,тошненько,1
73824,проявлением,1
73825,частица,2
73826,"целого,",3
73827,выливались,1
73828,"равномерно,",2
73829,"непосредственно,",2
73830,отделяется,2
73831,цветка.,1
73832,"цены,",2
73833,отдельно-взятого,1
73834,слова.xiv.получив,1
73835,"ростовыми,",1
73836,"ярославле,",3
73837,отговариванья,1
73838,племянником.,1
73839,знать:,2
73840,уведомлял,1
73841,опасным.в,1
73842,княжеской,1
73843,брички,1
73844,"гувернером,",2
73845,"гайдук,",2
73846,нею.ехать,1
73847,окольный,1
73848,"липецк,",1
73849,"владимир,",1
73850,"шую,",1
73851,неимению,1
73852,труден,1
73853,"рязани,",1
73854,опасен.во,1
73855,трудного,1
73856,"вставала,",2
73857,51ее,1
73858,"спутников,",1
73859,ярославлю.в,1
73860,"мучила,",1
73861,нераздельною,1
73862,определенно,3
73863,любима,1
73864,любила.,1
73865,"возобновиться,",1
73866,"осторожные,",1
73867,"любовные,",1
73868,позволяло,1
73869,"дружбу-любовь,",1
73870,"любима,",1
73871,отношении.но,1
73872,мешало,4
73873,душевное,4
73874,отчаянное,1
73875,заболеет,1
73876,дорогой;,1
73877,придали,1
73878,силы.как,1
73879,"путешествии,",1
73880,"ярославлю,",1
73881,предстоять,1
73882,крайних,2
73883,пределов.когда,1
73884,"52андрей,",1
73885,страшно-бледное,1
73886,высунулось,1
73887,сиятельство:,2
73888,ростовские,1
73889,бронникова.,1
73890,"недалече,",1
73891,"волгой,",1
73892,гайдук.княжна,1
73893,брат?,1
73894,княжну.—,1
73895,стоят.«стало,1
73896,"жив»,",1
73897,сказывают:,1
73898,положении.что,1
73899,"положении»,",1
73900,семилетнего,1
73901,"николушку,",4
73902,радовавшегося,1
73903,тяжелая,1
73904,"гремя,",1
73905,"колыхаясь,",1
73906,где-то.,1
73907,откидываемые,1
73908,подножки.отворились,1
73909,дверцы.,1
73910,неприятно-притворно,1
73911,"улыбалась,",1
73912,соня).,1
73913,взбежала,1
73914,улыбавшаяся,1
73915,"очутилась,",1
73916,растроганным,1
73917,enfant!,1
73918,longtemps.1несмотря,1
73919,учтивые,1
73920,"тоне,",4
73921,спросила:,1
73922,мое!,1
73923,давно.53но,1
73924,противуречащее,1
73925,дружок.,1
73926,"николушке,",1
73927,десалем.,1
73928,"поместимся,",1
73929,большой.,1
73930,мальчик!графиня,1
73931,ласкала,2
73932,"бойкий,",1
73933,"жалким,",2
73934,затерянным,1
73935,"княжной,",1
73936,надобно.,1
73937,разорения,2
73938,выбитый,1
73939,"колеи,",1
73940,жизни.несмотря,1
73941,хвалят,1
73942,подчиниться,1
73943,вступила.,2
73944,досадовала,1
73945,"племянница,",1
73946,княжна?княжна,1
73947,затушить,1
73948,поднявшееся,1
73949,враждебное,4
73950,душе.—,1
73951,краснея.,1
73952,узнать.,1
73953,"устали,",2
73954,княжна?у,1
73955,досады.,2
73956,"легкие,",1
73957,"стремительные,",1
73958,увидела,1
73959,вбегающую,1
73960,54ту,1
73961,ей.но,1
73962,искренний,2
73963,"горю,",1
73964,плече.как,1
73965,беспредельной,1
73966,выраженье,1
73967,страданья,1
73968,наташи.чуткая,1
73969,горестным,1
73970,плече.—,1
73971,комнату.княжна,1
73972,чтó...,1
73973,глубже.наташа,1
73974,знала;,1
73975,проникавшими,1
73976,"дрогнула,",2
73977,уродливые,1
73978,руками.княжна,1
73979,всё.но,1
73980,верила:—,1
73981,рана?,1
73982,положении?—,1
73983,наташа.они,1
73984,55с,1
73985,спокойными,2
73986,хуже?,1
73987,марья.наташа,2
73988,горячечного,1
73989,троицы,1
73990,антонова,1
73991,миновалась.,1
73992,гноиться,1
73993,нагноения,1
73994,п.),1
73995,нагноение,1
73996,правильно.,1
73997,лихорадка.,1
73998,лихорадка,3
73999,опасна.,1
74000,сделалось...,1
74001,рыданья.,2
74002,ослабел?,1
74003,похудел?..,1
74004,увидите.,3
74005,что...xv.когда,1
74006,"готовилась,",1
74007,"успокоиться,",1
74008,"смягчился,",1
74009,"смягчение,",1
74010,умиление,1
74011,признаками,2
74012,"андрюши,",1
74013,"детстве,",2
74014,"кроткое,",1
74015,действовало.,1
74016,вынесет,1
74017,разрыдается,1
74018,рыданья,1
74019,подступали,1
74020,различала,1
74021,взглядом.он,1
74022,обложенный,1
74023,"меховом,",1
74024,56беличьем,1
74025,худ,1
74026,бледен.,1
74027,прозрачно-белая,1
74028,отросшие,1
74029,входивших.увидав,1
74030,умерила,1
74031,быстроту,1
74032,пересохли,1
74033,оробела,1
74034,виноватою.«да,1
74035,виновата»?,1
74036,"живом,",1
74037,я»!..,1
74038,взгляд.в,2
74039,"глубоком,",1
74040,смотревшем,1
74041,наташу.он,1
74042,привычке.—,1
74043,добралась?,1
74044,ровным,1
74045,"чуждым,",1
74046,завизжал,1
74047,николушку,2
74048,привезла?,1
74049,воспоминанья.—,1
74050,говорил):—,1
74051,venue.1княжна,1
74052,пожатия,2
74053,враждебном,2
74054,отчужденность,1
74055,мирского.,1
74056,живое;,1
74057,всего.1,1
74058,приехала.57—,1
74059,мной.княжна,1
74060,"чуткий,",1
74061,холодно-оскорбительным,1
74062,"умрет,",4
74063,"важнейшее,",1
74064,ему.разговор,1
74065,несвязный,1
74066,минуту.—,1
74067,проехала,1
74068,мари.,1
74069,заметила.—,1
74070,"сгорела,",2
74071,бы...наташа,1
74072,остановилась:,1
74073,мог.—,1
74074,"встретилась,",1
74075,николаем?,1
74076,"полюбилась,",1
74077,живого.—,1
74078,хоч...,1
74079,содрогнувшимся,1
74080,"58голосом,",1
74081,николушку?,1
74082,тебе.князь,1
74083,употребляла,1
74084,чувство.—,1
74085,здоров?—————когда,1
74086,"плакавшего,",1
74087,"плакал,",1
74088,"уводили,",1
74089,заплакала.он,1
74090,николушке?,1
74091,он.княжна,1
74092,"плача,",2
74093,нагнула,1
74094,еван...,1
74095,нее.—————когда,1
74096,"зрения.«да,",1
74097,просто!«птицы,1
74098,небесные,2
74099,"сеют,",1
74100,"жнут,",1
74101,"их»,",1
74102,княжне;,1
74103,поймут!,1
74104,"дорожат,",2
74105,"важны,",1
74106,друга!»,1
74107,замолчал.—————маленькому,1
74108,"читать,",3
74109,"59дня,",1
74110,приобретая,1
74111,"наблюдательность,",1
74112,опытность;,1
74113,приобретенными,1
74114,"способностями,",2
74115,вышедшей,2
74116,задумчивыми,1
74117,приподнятая,1
74118,заплакал.с,1
74119,ласкавшую,1
74120,ласкался,1
74121,ним.княжна,1
74122,чередовалась,1
74123,"молилась,",1
74124,"вечному,",1
74125,"непостижимому,",1
74126,ощутительно,1
74127,умиравшим,1
74128,человеком.xvi.князь,1
74129,наполовину.,1
74130,легкости,3
74131,бытия.,1
74132,"тревожась,",1
74133,"грозное,",1
74134,"вечное,",1
74135,неведомое,1
74136,ощущать,1
74137,"бытия,",1
74138,ощущаемое....................................,1
74139,............................................................прежде,1
74140,его.первый,1
74141,волчком,1
74142,освобожденный,1
74143,удерживавшего,1
74144,гнета,1
74145,распустился,1
74146,цветок,1
74147,"60вечной,",1
74148,"свободной,",1
74149,ней.чем,1
74150,"полубреда,",1
74151,вдумывался,1
74152,земною,1
74153,проникался,1
74154,совершеннее,1
74155,лучше.но,1
74156,полу-бреду,1
74157,закралась,1
74158,привязала,1
74159,чувству:,1
74160,это.болезнь,1
74161,одержала,1
74162,представлявшеюся,1
74163,"последний,",2
74164,покоренный,1
74165,припадок,1
74166,неведомым.это,1
74167,"легком,",1
74168,лихорадочном,2
74169,"его.«а,",1
74170,вошла!»,1
74171,"он.действительно,",1
74172,близости.,1
74173,вязала,2
74174,61(она,1
74175,выучилась,1
74176,вяжут,1
74177,вязании,1
74178,чулка,1
74179,успокоительное).,1
74180,сталкивающиеся,1
74181,"спицы,",1
74182,задумчивый,1
74183,опущенного,1
74184,клубок,2
74185,скатился,1
74186,колен.,1
74187,"осторожным,",1
74188,"изогнулась,",1
74189,положение.он,1
74190,вздохнуть,1
74191,переводила,1
74192,дыханье.в,1
74193,будущем.«могло,1
74194,легкому,2
74195,стальному,1
74196,спиц.,1
74197,умереть?..,1
74198,лжи?,1
74199,застонал,2
74200,страданий.услыхав,1
74201,перегнулась,2
74202,светящиеся,1
74203,нагнулась.—,1
74204,мягкой,1
74205,тишины...,1
74206,радости.наташа,1
74207,радостью.—,1
74208,свете.—,1
74209,слишком?,1
74210,слишком?..,1
74211,чувствуете,1
74212,кажется?62—,1
74213,уверена!,1
74214,руки.он,1
74215,взволнована;,1
74216,спокойствие.,1
74217,подавляя,1
74218,постарайтесь,1
74219,заснуть...,1
74220,пожалуста.он,1
74221,"выпустил,",1
74222,"пожав,",1
74223,свече,1
74224,задала,1
74225,чулке,1
74226,"оглянется,",1
74227,"его.действительно,",1
74228,заснул.,2
74229,проснулся.засыпая,1
74230,ней.«любовь?,1
74231,любовь?»,1
74232,он.«любовь,1
74233,частице,1
74234,вечному,2
74235,источнику».,1
74236,утешительны.,1
74237,"односторонне-личное,",1
74238,умственное,2
74239,очевидности.,1
74240,неясность.,1
74241,заснул.он,1
74242,здоров.,1
74243,"ничтожных,",1
74244,спорит,1
74245,ненужном.,1
74246,"припоминает,",1
74247,"пустые,",1
74248,"понемногу,",2
74249,"исчезать,",1
74250,заменяется,1
74251,затворенной,1
74252,встает,1
74253,задвинуть,1
74254,задвижку,1
74255,"63ее,",1
74256,"спешит,",1
74257,"двигаются,",1
74258,напрягает,3
74259,мучительный,2
74260,смерти:,1
74261,оно.,1
74262,бессильно-неловко,1
74263,подползает,1
74264,ломится,2
74265,ухватывается,1
74266,"слабы,",2
74267,"неловки,",1
74268,надавливаемая,1
74269,"ужасным,",1
74270,отворяется,2
74271,затворяется.еще,1
74272,надавило,1
74273,"последние,",1
74274,сверхъестественные,1
74275,"тщетны,",1
74276,"вошло,",1
74277,умер.но,1
74278,"проснулся.«да,",1
74279,"пробуждение»,",1
74280,просветлело,1
74281,скрывавшая,1
74282,"неведомое,",1
74283,взором.,1
74284,освобождение,3
74285,"легкость,",1
74286,оставляла,1
74287,зашевелился,2
74288,взглядом.это-то,1
74289,изнурительная,1
74290,"страшные,",1
74291,"несомненные,",1
74292,признаки.с,1
74293,пробуждением,1
74294,пробуждение,2
74295,продолжительности,2
74296,сновидения.ничего,1
74297,резкого,1
74298,"относительно-медленном,",1
74299,пробуждении.последние,1
74300,отходившие,1
74301,содрогались,1
74302,64сами,1
74303,"внешняя,",1
74304,растравлять,1
74305,понимали.они,1
74306,опускался,1
74307,хорошо.его,1
74308,"исповедывали,",1
74309,причастили;,1
74310,прощаться.,2
74311,требовали;,1
74312,благословил,2
74313,сделать.когда,1
74314,оставляемого,1
74315,тут.—,1
74316,кончилось?!,1
74317,"холодея,",1
74318,"подошла,",1
74319,приложилась,1
74320,нем.«куда,1
74321,ушел?,2
74322,теперь...?»когда,1
74323,"одетое,",1
74324,обмытое,2
74325,прощаться,1
74326,плакали.николушка,1
74327,разрывавшего,1
74328,шаг.наташа,1
74329,горя;,1
74330,благоговейного,1
74331,охватившего,1
74332,ними.—————65часть,1
74333,вторая.i.для,1
74334,недоступна,1
74335,совокупность,11
74336,явлений.,4
74337,вложена,2
74338,вникнувши,1
74339,бесчисленность,1
74340,сложность,1
74341,"причиною,",2
74342,хватается,3
74343,людей),1
74344,первобытным,1
74345,сближением,2
74346,"богов,",1
74347,героев.,1
74348,руководима.,1
74349,"совершиться,",2
74350,"утверждавшими,",1
74351,планеты,2
74352,держится,2
74353,планет.,1
74354,единственной,1
74355,причин.,1
74356,"неизвестные,",1
74357,нащупываемые,1
74358,нами.,4
74359,66вполне,1
74360,отрешимся,1
74361,отыскиванья,1
74362,планет,2
74363,отрешились,2
74364,утвержденности,1
74365,земли.после,1
74366,эпизодом,1
74367,тарутинскому,1
74368,пахрой.,1
74369,гениального,3
74370,подвига,1
74371,спорят,1
74372,принадлежит.,1
74373,"иностранные,",1
74374,гениальность,5
74375,фланговом,1
74376,марше.,1
74377,"писатели,",1
74378,"полагают,",1
74379,глубокомысленное,2
74380,изобретение,1
74381,спасшее,1
74382,погубившее,1
74383,глубокомыслие,1
74384,(когда,1
74385,атакуют),1
74386,"продовольствия,",3
74387,умственного,1
74388,напряжения.,1
74389,тринадцатилетний,1
74390,калужской,8
74391,умозаключениями,1
74392,маневре.,1
74393,спасительность,2
74394,маневра,1
74395,пагубность,1
74396,"предшествующих,",1
74397,сопутствовавших,1
74398,пагубным,1
74399,спасительным,1
74400,"улучшаться,",1
74401,причиною.этот,1
74402,67русских?,1
74403,бездействии?,1
74404,пахрой,2
74405,пахрой?,1
74406,"тарутину,",2
74407,десятою,1
74408,долей,2
74409,смоленске?,1
74410,петербург?..,2
74411,"предположениях,",2
74412,марша,1
74413,"пагубность.в-третьих,",1
74414,изучающие,1
74415,никакому,1
74416,маневр,2
74417,"цельности,",3
74418,вытекал,2
74419,прошедшим.на,1
74420,преобладающею,1
74421,разумевшееся,1
74422,нижегородской,2
74423,"ланским,",1
74424,заведывавшим,1
74425,провиантскою,1
74426,ланской,1
74427,"оке,",1
74428,тульской,2
74429,рекою,2
74430,"окой,",1
74431,перевоз,1
74432,первозимье,1
74433,невозможен.,1
74434,уклонения,1
74435,представлявшегося,1
74436,нижний.,1
74437,подержалась,1
74438,запасам.,1
74439,бездействие,1
74440,потерявших,2
74441,тульского,1
74442,завода,1
74443,"запасам,",1
74444,тульскую,3
74445,"подольска,",1
74446,68мысли,1
74447,тарутинской,1
74448,появление,2
74449,обилие,2
74450,калуге,2
74451,югу,1
74452,путей,2
74453,тарутину.,2
74454,тарутину,1
74455,"бесчисленных,",2
74456,диференциальных,1
74457,предвидели.ii.знаменитый,1
74458,обратному,1
74459,"прекратилось,",1
74460,"преследования,",3
74461,подалось,1
74462,продовольствия.если,1
74463,гениальных,1
74464,обратного,1
74465,описывая,5
74466,обильнее.передвижение,1
74467,"рязанскую,",1
74468,тарутине,3
74469,указывалось,1
74470,"калуги,",2
74471,государя.откатывавшийся,1
74472,"толчков,",1
74473,естественно.заслуга,1
74474,каком-нибудь,3
74475,"гениальном,",1
74476,69как,1
74477,"маневре,",1
74478,"утверждать,",1
74479,победа;,1
74480,наступлению,1
74481,бесполезных,3
74482,сражений.подбитый,1
74483,отбежавший,1
74484,охотник;,1
74485,"притаился,",1
74486,зверя.стон,1
74487,обличитель,1
74488,присылка,2
74489,лористона,2
74490,мире.наполеон,1
74491,смысла.«monsieur,1
74492,"koutouzov,",2
74493,j’envoie,1
74494,près,1
74495,aides,1
74496,d,1
74497,entretenir,1
74498,objets,1
74499,intéressants.,1
74500,altesse,1
74501,ajoute,1
74502,foi,2
74503,"dira,",1
74504,lorsqu’il,1
74505,exprimera,1
74506,d’estime,1
74507,particulière,1
74508,considération,1
74509,longtemps,1
74510,personne..,1
74511,n’étant,1
74512,"fin,",1
74513,qu’,1
74514,ll,1
74515,"garde.moscou,",1
74516,"octobre,",1
74517,1812.,3
74518,signé:napoléon».1«je,1
74519,maudit,1
74520,postérité,1
74521,regardait,1
74522,moteur,1
74523,quelconque.,1
74524,actuel,1
74525,"nation»,2",1
74526,наступления.1,1
74527,посылаю,1
74528,"генерал-адъютантов,",1
74529,предметах.,3
74530,чувствования,1
74531,питаемые,1
74532,давнего,2
74533,сохранении,2
74534,священным,2
74535,наполеон».2,1
74536,"проклят,",1
74537,зачинщика,1
74538,сделки:,1
74539,народа».70в,1
74540,грабежа,3
74541,"тарутиным,",2
74542,изменение,1
74543,(духа,1
74544,"численности),",1
74545,численность,1
74546,"отношение,",2
74547,признаков.,1
74548,"лористона,",1
74549,изобилие,1
74550,"тарутине,",1
74551,бездействии,1
74552,комплектование,1
74553,"рекрутами,",1
74554,продолжительный,1
74555,возникающее,1
74556,"собраны,",1
74557,потерянной,1
74558,"партизанов,",3
74559,возбуждаемая,1
74560,"мести,",1
74561,возникшее,1
74562,необходимым.,1
74563,совершила,1
74564,"сферах,",1
74565,существенному,1
74566,изменению,1
74567,отразилось,3
74568,шипение,3
74569,курантов.iii.русская,1
74570,управлялась,2
74571,подробный,2
74572,руководства.,1
74573,одобрен,1
74574,исполнению.,1
74575,диверсии,2
74576,исполнимы.,1
74577,"трудностей,",1
74578,присылались,1
74579,71долженствовавшие,1
74580,доносить,1
74581,них.кроме,1
74582,преобразовался,1
74583,замещались,1
74584,"обиженного,",1
74585,удалившегося,1
74586,"обдумывали,",1
74587,лучше:,1
74588,б.,2
74589,"чтò-нибудь,",1
74590,враждебности,1
74591,доверенных,1
74592,"перемещений,",1
74593,партий:,1
74594,подкапывался,1
74595,перемещениях,1
74596,сочетаниях.,1
74597,"подкапываниях,",1
74598,люди;,1
74599,придумывали,1
74600,масс.,2
74601,"придумыванья,",1
74602,"скрещиваясь,",1
74603,"перепутываясь,",1
74604,отражение,2
74605,совершиться.«князь,1
74606,тарутинского,4
74607,рапорты,2
74608,20-го;,1
74609,предпринято,2
74610,первопрестольной,1
74611,рапортам,4
74612,серпухов,1
74613,отрядом,2
74614,"неприятельским,",1
74615,"тула,",1
74616,"заводом,",1
74617,000-й,1
74618,подвигается,1
74619,"тысячах,",1
74620,подается,1
74621,дмитрову.,1
74622,владимирской,1
74623,рузою,1
74624,можайском.,1
74625,25-е,1
74626,отрядами,1
74627,раздробил,1
74628,"неприятельские,",1
74629,находящиеся,3
74630,значительны,1
74631,наступательно?,1
74632,"вероятностью,",1
74633,72что,1
74634,"отрядами,",1
74635,"корпусом,",6
74636,вверенной.,1
74637,сими,1
74638,"обстоятельствами,",1
74639,выгодою,1
74640,истребить,2
74641,заставя,1
74642,знатную,1
74643,"занимаемых,",1
74644,отвратить,2
74645,тулы,1
74646,городов.,1
74647,"останется,",1
74648,отрядить,1
74649,угрожания,1
74650,вверенною,1
74651,"армиею,",3
74652,действуя,2
74653,"вспомните,",1
74654,оскорбленному,1
74655,награждать.,1
74656,ослабнет,1
74657,"усердия,",2
74658,"ваш,",1
74659,воинские,1
74660,"предводительствуемых,",1
74661,предвещают».но,1
74662,доказывающее,1
74663,дано.2-го,1
74664,"шаповалов,",1
74665,"разъезде,",1
74666,подстрелил,1
74667,зайца.,1
74668,гоняясь,1
74669,подстреленным,1
74670,шаповалов,1
74671,забрел,1
74672,предосторожностей.,1
74673,"хорунжий,",1
